,ITEM_CODE,MO_NAME,SPECS,USE_NAME
83684,Y00000001654,西力欣片*#,0.25g*12片,口服
83800,Y00000007E11,布渣叶颗粒一方,相当于饮片10G,冲服
83845,F00002233717,创面促愈处理50（门诊小手术伤口）,,
84116,F00002222625,颇尔静脉输液过滤器,,
84197,17710,腹泻大便四项检查,,
84230,Y00000001019,君尔清分散片 #［—］,(7:1)*12,口服
84279,F00002204434,门诊拆线(小换药),,
84910,F00002207326,呼吸肌功能测定,,
85436,F00002204975,双肾及肾血管彩色多普勒超声,,
85613,Y00000001254,喜得镇片*@#,1mg*50,口服
85683,F00002204946,彩色超声检查(妇科(含子宫、附件)),,
85694,Y00000000424,碳酸氢钠注射液&#,5%*10ml*5,漱口
85793,F00002208154,胰岛素低血糖和休克治疗,,
85929,F00002222848,一次性使用导尿包/硅胶6FR-22FR,,
85941,Y00000001610,万艾可片*,100mg (1片/合),口服
86195,Y00000002259,克感利咽口服液(西药房),10ml*6支,口服
86247,Y00000008441,盐山茱萸,10g.15g ,煎服
86307,Y00000007A31,白芷颗粒一方(单味自费),相当于饮片6g,冲服
86398,F00002233716,皮肤防护处理170（压疮预防b）,,
86563,Y00000019890,艾素注射液&%,1.5ml:60mg,静脉滴注
86742,Y00000008470,谷精,10g ,自煎
86804,F00002218259,一次性使用医用雾化器（气切型）（斯莱达）,,
86828,18503,肺炎衣原体IgG抗体检测,,
87101,Y00000018325,洛赛克肠溶片**#,20mg*7片,口服
87396,F00002202561,ABO红细胞定型,,
87708,F00002218298,经皮穿刺胸腔引流导管PX-200/801/20,,
87815,Y00000008331,火麻仁(单味自费),10g.15g ,自煎
87846,F00002211883,中频脉冲电治疗(中频脉冲电治疗),,
87928,Y00000019586,安康信片**,60mg*5片,口服
88051,Y00000019657,脉血康胶囊#,0.25g*36粒,口服
88183,Y00000019799,蒲地蓝消炎胶囊,0.4g*36粒,口服
88204,Y00000007E84,山慈菇颗粒一方,相当于饮片6G,自煎
88346,17929,血清铁,,
88465,F00002218238,一次性使用活检针MN1616（巴德）,,
88663,16480,胫腓骨正侧位(双侧),,
88675,Y00000009103,保济丸,3.7g*20支,口服
88683,Y00000004837,灯盏花素针(龙津)#,10mg,静脉滴注
88985,Y00000000642,爱通立针**,50mg　,静脉注射
88987,Y00000008138,大黄,5g.10g ,煎服
89086,F00002218263,单腔中心静脉导管（16GA×20CM）（箭牌）,,
89397,Y00000001531,思尔明片**#,10mg*30,口服
89546,Y00000001433,吡嗪酰胺片,0.25*100,口服
89834,Y00000001621,安定片 #,2.5mg*100,口服
89990,Y00000008147,防风,10g.15g ,煎服
90230,Y00000007G10,盐蛇颗粒一方(天龙),相当于饮片1G,冲服
90411,Y00000019095,莎尔福肠溶片,0.5g*40片,口服
90420,F00002212005,引导式教育训练,,
90564,Y00000008119,川芎,5g,煎服
90736,F00002230276,绿头6ml真空采血管,,
90774,F00002218318,一次性负压吸引袋1000ml（引流器）（广东电白）,,
90838,Y00000001095,头孢拉定胶囊(京新),0.25g*24,口服
90958,22247,用血量12U-20U输血组套,,
91586,Y00000008403,扁豆,10g.15g ,煎服
91740,Y00000019079,肠内营养乳剂(TPF)(瑞先)**,500ml,鼻饲
91994,F00002204334,D级房三人房,,
92044,F00002204813,X线计算机体层(CT)平扫(颅脑),,
92185,Y00000007C23,冬瓜仁颗粒一方,相当于饮片10G,冲服
92556,17775,静脉输血,,
93304,F00000180713,生物膜导尿管,,
93409,17516,腮腺螺旋CT平扫+增强（造影剂另计）,,
93463,Y00000007G28,鸡内金颗粒一方,相当于饮片10g,冲服
93655,Y00000000021,山莨菪碱注射液,1ml:10mg*10,肌肉注射
93706,Y00000008129,麦冬,10g.15g ,自煎
94138,Y00000020154,(悦康通)银杏叶提取物针#@,17.5mg*5ml*10,静脉滴注
94641,Y00000000913,美能注射液**#,20ml*10,静脉注射
95250,Y00000019989,阿昔洛韦针(大同),0.25g*10,静脉滴注
95745,Y00000008236,百部,10g.15g ,煎服
95777,F00002220372,血糖试纸/雅培/广州伟逊,,
95927,Y00000002167,辅舒良鼻喷雾剂**#,50ug*120喷,喷鼻
96068,Y00000018307,注射用核黄素磷酸钠#,10mg,静脉滴注
96412,Y00000007B12,麻黄根颗粒一方,相当于饮片10g,自煎
97338,F00002207329,血气分析,,
97566,Y00000019713,注射用法莫替丁,20mg,静脉注射
97605,Y00000018322,破伤风人免疫球蛋白注射液@,250IU,肌肉注射
97651,F00002213363,体外血液加温治疗,,
97751,F00002229638,耐药三通16520C/蓝色25cm/贝朗,,
97810,F00002206457,人工晶体度数测量,,
98117,Y00000004017,泰利必妥滴眼液**,5ml:15mg,滴眼
98228,17577,双肾+肾上腺螺旋CT平扫,,
98318,Y00000007H46,莲子颗粒一方（单味自费）,相当于饮片10G,冲服
99252,Y00000007E74,火炭母颗粒一方,相当于饮片15G,冲服
99475,17866,血糖（三小时）,,
100274,17074,代谢四项,,
100341,F00002204036,持续膀胱冲洗,,
100596,F00002207308,运动心肺功能检查,,
100680,F00002233719,创面促愈处理150（10cm以上20cm以下/伤口需要清创但不适合用敷料）,,
100803,Y00000019834,兰沙片,20mg*10片,口服
100865,16582,肝吸虫抗体,,
100955,Y00000019678,诺尔彤胶囊#,复方*60粒,口服
101309,18425,甲型流感病毒培养与抗原鉴定,,
101385,F00002204952,浅表器官彩色多普勒超声检查,,
101669,Y00000018380,肝泰舒胶囊#,0.4g*20粒,口服
101838,22326,肺炎链球菌抗原检测,,
101867,16103,尿培养加菌落计数,,
102031,17091,肿瘤三项,,
102130,19987,高血压五项（金域）*,,
102291,Y00000001560,斯巴敏片**,40mg*30,口服
102425,F00002204901,眼部A超,,
102760,F00002204459,冷热湿敷,,
102841,Y00000000412,罗通定注射液 &,60mg*10,肌肉注射
103855,Y00000019233,诺其针@,1mg,静脉注射
103906,F00002203990,胶囊内镜检查,,
104261,Y00000007A32,白及颗粒一方,相当于饮片10g,冲服
104359,17919,吸入物变应原筛查,,
105179,16343,食物变应原IgG14项,,
105195,18994,(3.0T)胸椎MRI平扫,,
105874,20209,（静脉血）登革病毒抗原抗体三项,,
106168,Y00000000197,金纳多注射液**#@,17.5mg*5ml*10,静脉滴注
107164,18688,丙型肝炎病毒（HCV-RNA）定量检测（金域）*,,
107235,Y00000008352,牛子(牛蒡子),10g.15g ,煎服
107516,16326,尿钾,,
107550,Y00000007B11,茜草颗粒一方,相当于饮片10G,冲服
107893,F00002211913,超声波治疗(单纯超声)(超声波治疗联合治疗),,
107898,Y00000018655,择泰针**,4mg,静脉滴注
107971,17912,念珠菌抗原检测,,
108020,F00000180315,一次性血氧饱和度探头520A,,
108132,Y00000000166,氟尿嘧啶注射液&%,250mg:10ml*5支,静脉滴注
108503,Y00000003172,可由乳膏,10g,外用
108553,18226,肠道病毒通用型核酸检测(EV-RNA),,
108564,F00002207344,经皮穿刺胸膜活检活检术,,
108752,Y00000019679,清咽滴丸,20mg*80丸,含服
109322,Y00000000229,盐酸异丙肾上腺素注射液,1mg*2支,静脉滴注
110059,Y00000018888,开浦兰片#,0.5g*30片,口服
110615,17781,中心静脉测压(第一次测压）,,
110803,F00002204399,持续化学药物治疗（指电脑控制多种药物时辰化疗）230元/日,,微泵静注
110869,Y00000020222,立加利仙胶囊#,50mg*30粒,口服
111163,F00002214577,OT-M一次性使用吸氧管,小规格,
111733,Y00000001815,普乐津含片,0.25mg*12,含服
111792,Y00000000312,硝酸甘油注射液 #,5mg:1ml*10支,微泵静注
112099,Y00000019597,帕夫林胶囊,0.3g*36粒,口服
112324,16184,微量元素,,
112789,Y00000001842,贺普丁片#,100mg*14,口服
112927,Y00000020035,盐酸伐昔洛韦片(巴康),0.15g*6,口服
113107,17869,尿淀粉酶,,
113375,Y00000020002,硫酸镁,500g,外用
113549,Y00000020193,丙氨酰谷氨酰胺针(迈尔欣),50ml:10g,静脉滴注
114085,Y00000001013,氨茶碱片 #,100mg*100,口服
114517,Y00000008202,淡附片（熟附子）,5g.15g,煎服
114589,16506,14X17吋激光片,,
114719,F00002202419,箭牌抗感染双腔深静脉穿刺针（管）,,
114785,20690,IgE狗毛（e5）,,
114909,Y00000018907,信卫安肠溶片,10mg*7片,口服
115340,22109,TBNK细胞检测,,
115349,16220,颅内多普勒,,
115437,Y00000007E36,石斛颗粒一方,相当于饮片10G,冲服
115619,Y00000007E39,青蒿颗粒一方,相当于饮片10G,冲服
115833,16162,异常红细胞形态检查,,
115878,16334,血红蛋白分析,,
116173,Y00000008162,干姜(单味自费),5g.10g,自煎
116184,16140,肝纤四项（金域）*,,
116255,Y00000008324,柏子仁,10g.15g ,煎服
116520,F00002233457,一次性使用自毁型注射笔用针头0.3mm*5mm/BD（胰岛素专用针头）,,
116659,16332,尿磷,,
116692,Y00000004062,达芬霖喷雾剂,5mg:10ml,滴鼻
116867,Y00000019864,(弘明瑞)噻托溴铵粉吸入剂#,18ug*10粒,吸入
117009,17484,前列腺B超+膀胱+膀胱残余尿量B超测定,,
117313,F00002208402,气管插管术,,
117454,17477,副鼻窦螺旋CT平扫+增强+三维重建(造影剂另计),,
117924,18523,呼吸道常见病毒培养与抗原筛查及鉴定,,
118198,21069,巨细胞病毒IgM(CMVIgM),,
118699,16203,普通病理活检套餐,,
119143,Y00000019627,阿昔洛韦分散片,0.1g*24片,口服
119154,Y00000018438,伤科接骨片(中药房),0.33g*60片,口服
119469,20687,IgE屋尘螨（d1）,,
120476,Y00000020170,盐酸坦洛新缓释片(积大本特),0.2mg*14片,
120670,17604,盆腔螺旋CT平扫,,
120769,19957,肿瘤坏死因子α（金域）*,,
121214,Y00000020225,苯巴比妥钠针(邦民)#,100mg*10,肌肉注射
121695,F00000180329,一次性使用延长管30CM （KDL上海）,,微泵静注
122118,16671,其他标本细菌及鉴定(需氧+厌氧+真菌),,
122343,Y00000018908,美林混悬滴剂*#,15ml,口服
122457,F00000180012,一次性输液器（套）,,
122502,F00002229695,无针输液接头(带延长管)(贝朗),4097154,静脉滴注
122626,Y00000008635,地骨皮,10g.15g,煎服
123038,F00002233721,创面促愈处理250（10cm以上20cm以下/伤口需要清创包含糖尿病足）,,
123063,Y00000008359,葶苈子,5g.10g  ,煎服
123165,Y00000009060,保济口服液,10ml*10,口服
123322,F00002235236,一次性呼吸回路/蓝色双管套装/东莞永胜,,
123990,Y00000018773,维乐福注射液**#,5ml:100mg*5支,静脉滴注
124564,Y00000001986,银杏叶滴丸(西药房)@#,63mg*60丸,口服
124573,Y00000000108,开普拓注射液**%,100mg:5ml,静脉滴注
124817,16211,血抗心磷脂抗体,,
124985,Y00000019701,缬沙坦胶囊  #,80mg*28粒,口服
125044,Y00000020261,苏麦卡片,15mg*5,口服
125110,F00002219554,离心泵头、氧合器、管路（体外循环包）/BE PLS2050/德国进口,,
125386,F00002206447,角膜荧光素染色检查,,
125714,Y00000019949,肠泰合剂,10ml*10,口服
126094,Y00000000593,欧贝注射液&,4ml:8mg,静脉注射
126097,Y00000018553,脑栓通胶囊,0.4g*18粒,口服
126117,Y00000001403,神经妥乐平片**,4.0Neurotropin单位*30片,口服
126306,Y00000018582,硫酸氢氯吡格雷片(泰嘉)#,25mg*20片,口服
126892,Y00000003229,复方醋酸地塞米松乳膏(西药房),10g,外用
127141,Y00000001625,维生素B6片#,10mg*1000,口服
127269,F00002224214,体外循环插管/动脉/迈柯唯,,
127342,F00002204480,肛管排气,,
127623,F00002202684,进口/M型造影用导丝RF*GA35183（泰尔茂）（介入）,,
128007,F00002230096,耐药三通16494C/蓝色/贝朗,,静脉滴注
128279,Y00000004107,施图伦滴眼剂**,0.4ml*10,滴眼
128381,Y00000018304,维生素B6片#,10mg*100,口服
128581,19948,高灵敏HCV RNA检测（金域）*,,
128768,Y00000007E52,墨旱莲颗粒一方,相当于饮片10G,冲服
129031,19826,MTHFR（C677T）基因检测,,
129376,F00002205448,血浆纤维蛋白原测定(仪器法),,
129798,20646,葡萄糖6-磷酸脱氢酶活性检测,,
130145,F00002230135,一件式造口袋（美国康乐保）,,
130868,Y00000008144,紫菀,10g.15g ,煎服
131024,17904,幽门螺杆菌血清学检测,,
131951,21187,心肌损伤测试版,,
132042,Y00000018727,维沃粉,80.4g,口服
132139,Y00000008710,盐蛇,5g,煎服
132648,Y00000004128,丽科明眼用凝胶,5g:7.5mg,涂眼
132850,F00002205520,钾测定(火焰分光光度法或离子选择电极法),,
133023,Y00000020060,重酒石酸间羟胺针(京康),1ml:10mg*2支 ,静脉滴注
133287,Y00000000435,鲁米那注射液#,100mg*10,肌肉注射
133494,Y00000018356,长春西汀注射液(润坦),5ml:30mg,静脉滴注
133748,Y00000008125,熟地黄,10g.15g  ,自煎
133900,F00002217606,一次性血氧探头DP100N/A（索莱瑞）,,
134090,F00002206441,泪液分泌功能测定,,
134092,F00002205450,凝血酶时间测定(TT)(仪器法),,
134749,Y00000019850,羟丙甲纤维素眼水(臻迪),0.5%*10ml,滴眼
135032,F00000180224,BD三通延长管（16cm）,,微泵静注
135321,F00002220486,经鼻喂养管/CH/FR15/广州葆霖,,
135468,Y00000008373,胖大海(单味自费),10g.15g ,煎服(代煎)
135592,Y00000019780,(乐透福)格列吡嗪控释片#,5mg*14片,口服
135684,Y00000008722,竹蜂,0,煎服
135730,F00002213479,中药封包治疗(特大),,
136170,17530,颈椎螺旋CT平扫+三维重建,,
136597,F00000180049,安普贴薄膜10*10,,
136674,F00002208282,冠状动脉造影术,,
136808,21107,人类SLCO1B1和APOE基因多态性检测,,
136839,Y00000020155,泰方（奥硝唑分散片）,0.25g*24片,口服
136857,4937,盆腔(MRI)增强,,
136902,16437,腰骶椎正侧位,,
137401,F00000180317,肺活检针,,
137621,Y00000001982,唐力片  #,120mg*12片,口服
137657,Y00000007A25,熟地黄颗粒一方,相当于饮片10G,自煎
137691,Y00000007E53,仙鹤草颗粒一方,相当于饮片15g,冲服
137938,Y00000008118,制首乌(单味自费),10g.15g ,自煎
137988,F00000180094,*一次性双腔氧管,,
138063,F00002204920,浅表组织器官B超检查(甲状腺及颈部淋巴结),,
138215,Y00000020055,和信注射液&,1ml:1mg,静脉滴注
138237,F00002205637,尿素测定(酶促动力学法),,
138789,Y00000000440,硫代硫酸钠针,0.64g,静脉注射
139253,Y00000008668,竹茹,5g.10g ,煎服
139666,17506,喉部螺旋CT平扫+增强+三维重建(造影剂另计),,
140060,Y00000001276,肌苷片&#,0.2g*100,口服
140203,F00000180309,安普贴10*10,,
140441,Y00000018657,醒脑静注射液(产地:大理),2ml*5支,静脉滴注
140849,F00002202520,优维显100ml:37g,100ml:37g,
141075,F00002213159,床旁B超检查加收,,
141153,Y00000007F73,首乌藤颗粒一方,相当于饮片15G,冲服
141195,17529,颈椎螺旋CT平扫+三维重建（含三个椎体）,,
141439,F00002204574,DR,,
141873,Y00000000358,垂体后叶素注射液 #,1ml:6iu*10,静脉滴注
141894,F00000180196,T.E.D预防型抗血栓压力带腿长度（大号5768）/泰科/自选耗材物价备案,,
141925,17647,腹部主动脉螺旋CT增强扫描+四维重建（造影剂另计）,,
142185,21807,腺病毒（ADV）核酸检测,,
142400,17600,下腹部（盆腔）螺旋CT平扫,,
142534,17939,血皮质醇,,
142617,F00002204418,中心静脉穿刺置管术(深静脉穿刺置管术),,
143313,17315,经直肠前列腺彩超检查,,
143829,F00002212000,关节松动训练,,
144114,F00002218292,PICCO热稀释导管5Fr×20cm,,
144309,Y00000007D05,炒谷芽颗粒一方,相当于饮片15G,自煎
144408,17296,浅表组织B超检查,,
144668,21389,（急诊用）血清肌钙蛋白I/肌红蛋白/CK-MB测定,,
145773,16422,气管软化试验,,
145788,17293,泌尿系B超+膀胱残余尿量B超测定,,
146144,Y00000004924,葛泰片,0.45g*20片,口服
146347,16499,床边照片(其他部位),,
147306,F00000180495,一针一线,,
147923,Y00000020255,贝雪片,8.8mg*6,口服
148008,16137,血清β2微球蛋白测定,,
148087,F00002204929,临床操作的B超引导,,
148373,Y00000020199,复方托吡卡胺眼水(卓比安),5ml,滴眼
148546,F00002204575,数字化摄影DR第2次以上每次曝光加收,,
148623,18204,乙肝两对半定量,,
148733,F00002224215,体外循环插管/静脉/迈柯唯,,
149478,F00002206393,视野检查,,
150439,Y00000000526,维生素B6注射液 #,50mg:1ml*10支,静脉滴注
150481,16413,颈椎双斜位,,
150491,F00002205641,肌酐测定(酶促动力学法),,
150755,Y00000000174,柏西乳剂,30ml:40mg,口服
150991,Y00000019556,复代文片,80mg:12.5mg*7片,口服
151198,Y00000020116,喜美欣针**#,0.5g*5,静脉滴注
152431,Y00000019788,盐酸倍他司汀氯化钠注射液  *,500ml,静脉滴注
152957,17932,血清转铁蛋白,,
153140,Y00000019524,氢化可的松注射液 &#,2ml:10mg*10支,静脉滴注
153273,18996,(3.0T)腰骶椎MRI平扫,,
153421,16331,尿镁,,
153658,Y00000019825,醒脑静注射液(产地:大理),2ml*10支,静脉滴注
153790,Y00000020249,维力能注射液,500ml,静脉滴注
153997,Y00000001388,尼莫地平片#,20mg*50,口服
154142,Y00000007G55,龙骨颗粒一方,相当于饮片20G,冲服
154366,Y00000001263,海捷亚片*#,50mg/12.5mg*7,口服
154538,19125,90项IgG食物变应原筛查,,
154826,Y00000018587,罗格列酮钠片(太罗)#,4mg*7片,口服
155068,F00002209735,胸膜活检术,,
155458,Y00000008631,盐杜仲,10g.15g ,煎服
155554,F00002218364,吸氧面罩1041（广州蓝雅信）,,
155610,Y00000004115,色甘酸钠滴眼剂,8ml:0.16g,滴眼
155813,Y00000000597,腹膜透析液2.5% (低钙),2.5% 2000ml,其他
155820,F00002218197,百特化疗泵,,
157284,Y00000008715,僵蚕,5g.10g ,煎服
158260,Y00000008407,净山楂(单味自费),10g.15g  ,自煎
158522,Y00000020124,兰苏针#,30mg,静脉注射
159614,Y00000000964,丹参针(冻干粉)#,400mg,静脉滴注
159712,Y00000008240,地榆,5g ,自煎
159764,Y00000008151,赤芍,10g.15g ,自煎
159772,16108,联合药物敏感试验(MLC),,
159895,Y00000000263,来比林针,0.9g,静脉滴注
160376,Y00000000080,氯丙嗪注射液 #,2ml:50mg*10支,肌肉注射
160377,Y00000019730,701跌打镇痛膏,10cm*7cm*8贴,外用
161551,F00000180144,诺和笔4(胰岛素笔式注射器),,
161696,Y00000000305,新斯的明针#,2ml:1mg*10支,静脉注射
162018,Y00000008115,当归(单味自费),5g.10g ,煎服(代煎)
162247,20697,IgE分枝孢霉（m2）,,
162253,F00002212175,耳针(耳穴压豆),,
162481,Y00000000530,西艾克针&%,1mg,静脉滴注
162896,18664,颈部螺旋CT平扫+增强(造影剂另计),,
163060,F00002207585,肛门指检,,
163864,Y00000007D11,木瓜颗粒一方,相当于饮片10G,自煎
164035,Y00000009047,复方阿胶浆,20ml*12,口服
164214,F00002231797,密闭式静脉留置针/直型/BD,,静脉滴注
165130,Y00000008450,芒果核,10g.15g ,煎服
165356,Y00000007F38,黄柏颗粒一方,相当于饮片6G,冲服
165845,F00002233700,皮肤防护处理50（造瘘口周围皮肤常规护理）,,
165981,F00002231258,一次性使用输血器/M46442800费森尤斯,,
166157,16465,指骨正侧位(单侧),,
166186,17341,临床操作的B超引导下胸水抽液,,
166324,Y00000000594,腹膜透析液1.5%  (低钙),1.5% 2000ml,其他
166957,Y00000020083,聚乙二醇滴眼液**,5ml,滴眼
167252,Y00000019522,单硝酸异山梨酯缓释胶囊#,50mg*20粒,口服
167401,F00002204954,浅表器官彩色多普勒超声检查(其他),,
167599,F00002207315,残气容积测定(重复呼吸法),,
167880,F00002218850,爱惜邦缝线W6977 2/0（强生）,,
168391,Y00000007E21,肉苁蓉颗粒一方(单味自费),相当于饮片10g,冲服
168491,4935,上腹部（肝胆脾胰MRI）增强,,
168557,19889,抗β2-糖蛋白1抗体(IgG),,
168677,17323,单侧上肢动脉彩超(全程),,
168790,F00000180275,输液延长管,,微泵静注
169025,Y00000000384,心律平注射液#,10ml:35mg*5,静脉注射
169534,Y00000008662,沉香,5g   ,自煎
169827,F00002203016,麦默通穿刺针/乳房活检穿刺针,,
169888,F00002210141,淋巴结穿刺术,,
169944,Y00000007F39,救必应颗粒一方,相当于饮片10G,冲服
170726,Y00000001457,溴吡斯的明片,60mg*60,口服
170994,Y00000007E55,车前草颗粒一方,相当于饮片10G,冲服
171360,19011,(3.0T)膝关节MRI平扫,,
171629,F00002218244,一次性使用吸氧管C-SS-X（小）（北京东方潮汐）,,
171733,16441,骨盆正位,,
172495,F00002205010,组织多普勒显象(TDI),,
173400,Y00000007F34,牡丹皮颗粒一方,相当于饮片10G,冲服
173750,F00002205257,简易定位(B超),,
174629,Y00000019593,侨光卡路注射液@#,20%*100ml,静脉滴注(肠外)
174831,Y00000000723,耐乐品注射液**,7.5mg/ml*10ml*5,其他
175057,Y00000008755,龙骨,10g.15g,自煎
175346,F00002217605,一次性使用封闭性吸痰管FY-CL/F10-16（逢源）,,
175376,Y00000019910,灯盏花素针(培斯汀)#,10mg,静脉滴注
175403,17282,其它部位B超,,
176542,Y00000007C57,车前子颗粒一方,相当于饮片10G,冲服
176665,17349,"彩超声引导下体表肿物,淋巴结穿刺术",,
177592,Y00000009204,五淋化石丸,0.25g*60粒,口服
177644,F00002206402,试镜,,
177889,F00002204455,特殊物理降温,,
179259,18992,(3.0T)颈椎MRI平扫,,
179672,Y00000018758,雷宁分散片#,10mg*10片,口服
179887,F00002204538,X线摄影(床旁摄片加收),,
179958,F00000180226,贝朗18G/24G安全型留置针,6816130605/6816130634,
180040,Y00000008404,炒麦芽(单味自费),10g.15g ,煎服
180425,Y00000001734,克之胶囊#,48粒,口服
180441,Y00000020096,盐酸左氧氟沙星眼用凝胶,5g:0.015g,涂眼
180814,Y00000004121,普南扑灵滴眼液**,5ml:5mg,滴眼
181372,Y00000019765,甲钴胺分散片#,0.5mg*30片,口服
183362,Y00000018308,必存注射液,20ml:30mg,静脉滴注
184023,Y00000008210,苇根,10g.15g,煎服
184144,Y00000019646,克感利咽口服液(西药房),10ml*12支,口服
184586,Y00000018610,强力定眩片#,0.35g*60片,口服
184864,17782,洗胃,,
185204,Y00000003104,康纳乐乳膏*,5g,外用
186086,21726,真菌致敏哮喘组合,,
186737,21168,高血压三项（立位）,,
186907,17263,心包积液复查,,
187010,F00002205446,活化部分凝血活酶时间测定(APTT)(仪器法),,
187389,Y00000008574,火炭母,10g.15g ,煎服(代煎)
187473,Y00000002181,舒利迭粉吸入剂#,50ug/100ug*60吸,吸入
187633,F00002204913,胸腹水B超检查及穿刺定位,,
187788,Y00000007G21,全蝎颗粒一方(单味自费),相当于饮片3g,冲服
188630,18883,EGFR基因突变检测（脱氧核糖核酸DNA测序法）,,
189692,F00002218296,丁丁退热贴（雨纯）/儿童型,,
189855,Y00000001449,盐酸普罗帕酮片@#,50mg*50片,口服
190402,Y00000008555,车前草,10g.15g ,煎服
190793,Y00000007B28,虎杖颗粒一方,相当于饮片15G,冲服
192185,Y00000008494,石上柏,10g.15g,煎服
192984,Y00000007A33,白前颗粒一方,相当于饮片10G,自煎
194019,F00002207306,肺弥散功能检查(一口气法),,
194120,Y00000000380,硫酸鱼精蛋白注射液,5ml:50mg*5,静脉注射
194209,Y00000008114,玉竹(单味自费),10g.15g ,自煎
195292,18433,呼吸道合胞病毒抗原鉴定（直接法）,,
195903,Y00000007B17,岗梅根颗粒一方,相当于饮片10G,冲服
195934,Y00000007A56,升麻颗粒一方,相当于饮片6G,冲服
196394,Y00000019922,雷尼替丁注射液(上海) #,50mg:2ml*10支,静脉注射
197446,Y00000003111,红霉素膏 ,10g,外用
197519,F00002204654,磁共振平扫(1.5T以上)(颅脑),,
198097,F00002220480,静脉留置针/贝朗/18G,,静脉滴注
198606,F00002206681,纤维喉镜检查(电子镜加收52元),,
199000,20700,IgE白假丝酵母（m5）,,
200637,18443,B超引导PICC置管,,
200693,F00000180161,Synchrony呼吸机回路管道,,
201091,Y00000000037,阿昔洛韦针(伟迈欣),0.25g,静脉滴注
201184,Y00000008139,木香,5g.10g ,煎服(代煎)
201683,F00002213880,钙测定：离子选择电极法,,
202594,F00002202526,*肝素钠注射液,2ml:12500u,
202603,Y00000008356,栀子(单味自费),10g.15g  ,煎服
203232,Y00000018893,天山雪莲,3g,自煎
203439,17426,MR波谱分析（MRS）,,
204170,Y00000007A45,羌活颗粒一方,相当于饮片10G,自煎
204295,F00002228737,气管切管接头OPT870/费雪派克（螺旋接头）,,
204422,16473,膝关节正侧位(单侧),,
204536,Y00000020123,地西泮注射液(天武) #,10mg*10,肌肉注射
204800,F00002204345,院际会诊,,
204844,F00002202414,赛肤润20ML,,
204861,Y00000007F35,地骨皮颗粒一方,相当于饮片10G,自煎
205727,Y00000001764,感咳双清胶囊,0.3g*24,口服
206241,Y00000007G31,羚羊角颗粒一方(自费),相当于饮片0.3g,冲服
206311,17311,浅表器官或组织彩超,,
206854,Y00000008644,茯苓皮,10g.15g ,煎服
207564,Y00000007D49,决明子颗粒一方(单味自费),相当于饮片10G,冲服
207791,F00002204505,尸体料理,,
207851,F00002214157,欧苏（碘海醇）注射液100ML:30g(I),,
207987,Y00000020027,和日针&#,1.6mg,皮下注射
208446,Y00000000961,注射用奥沙利铂&%,50mg,静脉滴注
208649,Y00000019675,艾汀片#,30mg*14片,口服
208925,Y00000018755,尿石通丸,4g*6袋,口服
210343,Y00000007H47,百合颗粒一方（单味自费）,相当于饮片10G,冲服
210614,F00002224216,穿刺针/PIK100/150(迈柯唯),,
210796,Y00000007A49,葛根颗粒一方(单味自费),相当于饮片15G,冲服
210993,Y00000008133,白前,10g.15g ,自煎
211153,F00002211999,手功能训练,,
211313,F00002204472,清洁灌肠(回流灌肠加收19.40元),,
212465,F00002204332,D级单人房,,
213279,19065,(3.0T)前列腺MRI增强,,
213712,19445,自身免疫性肝病抗体六项,,
213734,Y00000020099,复方鱼腥草颗粒,6g*15袋,口服
214188,18670,胸廓骨骼螺旋CT平扫+三维重建,,
214996,17093,妇科肿瘤四项,,
215338,Y00000008376,苍耳子,5g.10g ,煎服
215464,F00002204376,大抢救,,
216883,F00000180622,安普贴15*15,,
217189,Y00000008507,桑叶(单味自费),10g.15g  ,自煎
219334,Y00000009266,心可舒胶囊#,0.3g*36粒,口服
219485,17493,胸椎螺旋CT增强扫描+三维重建(造影剂另计)（全胸椎）,,
219968,20929,FIX C活性测定,,
220409,F00002233975,压力抗血栓治疗,,
220520,16460,掌骨正斜位(双侧),,
221129,Y00000008322,瓜蒌子,10g.15g  ,煎服
221467,Y00000008573,蒲公英(单味自费),10g.15g  ,煎服
221494,Y00000018903,内德滋注射液,100ml:0.5g:0.83g,静脉滴注
221704,Y00000020234,碘克沙醇注射液(北陆),100ml:32g(I),其他
222456,Y00000018375,葡立胶囊#,0.24g*24粒,口服
222748,Y00000007E12,淡竹叶颗粒一方(单味自费),相当于饮片10G,冲服
222847,F00002218651,人工鼻,,
223203,4938,前列腺(MRI)增强,,
223216,17334,双侧下肢浅静脉彩超(全程),,
223371,22308,凝血七项（DIC全套）,,
224655,19951,血清免疫固定电泳（金域）*,,
224703,Y00000020064,谷维素片(三才),10mg*100,口服
224995,4930,胸椎(MRI)增强,,
225014,16145,红细胞渗透脆性试验,,
225034,19071,(3.0T)双肾、肾上腺MRI增强,,
226335,F00002204966,颈部血管彩色多普勒超声,,
226768,Y00000020001,克林霉素磷酸酯针(苏州),0.6g,静脉滴注
226803,Y00000019918,雷卡针 #,5ml:1g,静脉滴注
227363,F00000180250,动脉穿刺针,,
228504,Y00000007H44,川贝母颗粒一方（单味自费,相当于饮片3g,冲服
228734,Y00000001655,丽珠威片,0.15g*6,口服
229465,16349,（1支造影剂10岁以下）静脉肾盂造影IVP,,
229650,Y00000008454,浮小麦,10g.15g ,煎服
230471,19074,(3.0T)上腹部（肝胆脾胰MRI）增强,,
